data_dte,Year,Month,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,airlineid,carrier,carriergroup,type,Scheduled,Charter,Total
8/1/2007,2007,8,15016,STL,64,16166,YQG,936,20166,GFQ,1,Departures,0,1,1
4/1/2004,2004,4,13303,MIA,33,12010,GUA,127,20193,GR,1,Departures,0,5,5
6/1/2007,2007,6,10821,BWI,35,10790,BUD,437,20312,TZ,1,Departures,0,1,1
8/1/2002,2002,8,13303,MIA,33,12073,HAV,219,20402,MMQ,1,Departures,0,2,2
10/1/2004,2004,10,11375,DOV,31,14561,RMS,429,20057,EZ,1,Departures,0,39,39
4/1/2001,2001,4,13342,MKE,45,11032,CUN,148,20204,MG,1,Departures,0,1,1
1/1/2010,2010,1,12478,JFK,22,14012,PAP,238,21236,0JQ,1,Departures,0,1,1
6/1/2002,2002,6,12892,LAX,91,13252,MEX,148,20193,GR,1,Departures,0,5,5
1/1/2009,2009,1,14771,SFO,91,11345,DME,475,21131,VSA,0,Departures,0,1,1
5/1/2009,2009,5,14112,PIE,33,16271,YYZ,936,19704,CO,1,Departures,0,1,1
4/1/2004,2004,4,14100,PHL,23,14312,PVR,148,20423,U5,1,Departures,0,9,9
9/1/2008,2008,9,13303,MIA,33,11878,GDT,281,20203,FCQ,1,Departures,0,1,1
9/1/2004,2004,9,13303,MIA,33,12368,IQQ,324,20232,A2,0,Departures,0,3,3
5/1/2008,2008,5,99999,ZZZ,1,14293,PUJ,224,20447,U7,1,Departures,0,1,1
9/1/2001,2001,9,10423,AUS,74,10884,CAY,344,20110,AUQ,0,Departures,0,1,1
11/1/2009,2009,11,13577,MYR,37,16095,YJT,961,21402,PM,1,Departures,0,1,1
1/1/2008,2008,1,12478,JFK,22,14918,SNN,441,20057,EZ,1,Departures,0,16,16
10/1/2006,2006,10,12892,LAX,91,12277,ICN,778,20370,KAQ,1,Departures,0,6,6
8/1/2001,2001,8,11423,DSM,61,13605,NAS,204,20402,MMQ,1,Departures,0,1,1
1/1/2003,2003,1,12478,JFK,22,14889,SMA,469,20402,MMQ,1,Departures,0,1,1
10/1/2002,2002,10,11267,DAY,44,13514,MTY,148,20344,RYQ,1,Departures,0,4,4
11/1/2005,2005,11,12217,HSV,51,14115,PIK,493,19545,CV,0,Departures,0,7,7
9/1/2009,2009,9,12264,IAD,38,16095,YJT,961,21402,PM,1,Departures,0,1,1
7/1/2003,2003,7,13232,MDW,41,16078,YHM,936,19805,AA,1,Departures,0,1,1
1/1/2003,2003,1,11292,DEN,82,13594,MZT,148,20204,MG,1,Departures,0,10,10
1/1/2004,2004,1,13930,ORD,41,12957,LGG,409,20007,5Y,1,Departures,0,1,1
1/1/2009,2009,1,14683,SAT,74,16271,YYZ,936,20402,GL,1,Departures,0,2,2
4/1/2009,2009,4,14679,SAN,91,12651,KEF,439,20007,5Y,1,Departures,0,2,2
7/1/2006,2006,7,11495,EFD,74,14115,PIK,493,20007,5Y,1,Departures,0,1,1
11/1/2005,2005,11,12187,HOP,52,14115,PIK,493,20007,5Y,1,Departures,0,1,1
9/1/2002,2002,9,13303,MIA,33,13269,MGA,153,20193,GR,1,Departures,0,1,1
8/1/2010,2010,8,12478,JFK,22,12938,LEJ,429,20370,KAQ,1,Departures,0,8,8
6/1/2009,2009,6,10299,ANC,1,12143,HKG,729,20370,KAQ,1,Departures,0,8,8
3/1/2004,2004,3,11193,CVG,52,11032,CUN,148,20423,U5,1,Departures,0,15,15
12/1/2002,2002,12,13303,MIA,33,12180,HOG,219,20203,FCQ,1,Departures,0,10,10
3/1/2007,2007,3,15016,STL,64,16042,YEG,916,19531,AC,0,Departures,0,1,1
1/1/2003,2003,1,13204,MCO,33,14293,PUJ,224,20204,MG,1,Departures,0,3,3
10/1/2010,2010,10,12953,LGA,22,16149,YOW,936,19531,AC,0,Departures,0,2,2
9/1/2009,2009,9,13303,MIA,33,11770,FRS,127,20166,GFQ,1,Departures,0,2,2
10/1/2006,2006,10,11728,FOK,22,11444,DUS,429,20266,GBQ,0,Departures,0,1,1
9/1/2004,2004,9,12478,JFK,22,11966,GOT,484,20007,5Y,1,Departures,0,18,18
5/1/2003,2003,5,10721,BOS,13,11032,CUN,148,20147,T9,1,Departures,0,7,7
2/1/2007,2007,2,13303,MIA,33,15567,VCP,316,20232,A2,0,Departures,0,2,2
5/1/2009,2009,5,13303,MIA,33,10658,BLA,388,20421,SLQ,1,Departures,0,2,2
4/1/2010,2010,4,14814,SHV,72,16078,YHM,936,20447,U7,1,Departures,0,2,2
3/1/2004,2004,3,14112,PIE,33,16271,YYZ,936,20065,SEQ,0,Departures,0,39,39
4/1/2001,2001,4,13930,ORD,41,11244,CZM,148,20204,MG,1,Departures,0,4,4
1/1/2007,2007,1,11540,ELP,74,11024,CJS,148,20201,AMQ,1,Departures,0,4,4
4/1/2007,2007,4,12889,LAS,85,16271,YYZ,936,20065,SEQ,0,Departures,0,18,18
10/1/2010,2010,10,12217,HSV,51,14022,PBC,148,20166,GFQ,1,Departures,0,1,1
7/1/2003,2003,7,10423,AUS,74,11874,GDL,148,20093,CTQ,1,Departures,0,44,44
3/1/2004,2004,3,11775,FSD,67,13594,MZT,148,20344,RD,1,Departures,0,1,1
7/1/2006,2006,7,13667,NGU,38,11581,ERT,751,20057,EZ,1,Departures,0,9,9
12/1/2003,2003,12,12478,JFK,22,14293,PUJ,224,20147,T9,1,Departures,0,1,1
2/1/2008,2008,2,13930,ORD,41,15455,UIO,337,20007,5Y,1,Departures,0,1,1
12/1/2007,2007,12,15842,WRI,21,16050,YFB,934,20169,L2,1,Departures,0,5,5
2/1/2007,2007,2,13061,LRD,74,16477,QRO,148,20201,AMQ,1,Departures,0,1,1
6/1/2002,2002,6,14761,SFB,33,12966,LGW,493,19858,ZB,0,Departures,0,1,1
